"(PDH-CSV 4.0) (RTZ 2 (","\\WIN-VJN76N11MDK\Процессор(_Total)\% загруженности процессора","\\WIN-VJN76N11MDK\Память\% использования выделенной памяти","\\WIN-VJN76N11MDK\Физический диск(_Total)\Средняя длина очереди диска"
"04/05/2026 08:23:41.810"," ","78.000733647030017437"," "
"04/05/2026 08:23:46.982","100","74.776775547018459633","0.18874198081158174989"
"04/05/2026 08:23:52.120","100","76.251763030013947287","0.13204962248877746833"
"04/05/2026 08:23:57.708","100","75.90420115178082483","0.14573439694766021635"
"04/05/2026 08:24:02.730","100","75.977069017472004475","0.24134958322330526959"
"04/05/2026 08:24:07.808","100","75.888063590016230364","0.16528676684957147036"
"04/05/2026 08:24:13.053","100","76.362664340148370457","0.34601619281632756131"
"04/05/2026 08:24:18.276","100","76.869824593157929371","0.19675505773884921501"
"04/05/2026 08:24:23.812","100","76.836625294954657761","0.16743920432340861359"
"04/05/2026 08:24:29.413","100","76.605154335639710439","0.15057368149633126864"
"04/05/2026 08:24:34.445","100","75.29218228889914144","0.10334037799016190795"
"04/05/2026 08:24:39.468","100","75.111754395792203809","0.17173724693248601514"
"04/05/2026 08:24:44.571","100","75.085735245394928938","0.19953365513109777574"
"04/05/2026 08:24:50.042","100","74.378454981925528955","0.22052974313063436473"
"04/05/2026 08:24:55.260","100","74.400635243952422115","0.19190487606557277145"
"04/05/2026 08:25:00.504","100","74.649949947989071575","0.18682844356928920981"
"04/05/2026 08:25:05.950","100","74.749476759403350457","0.17278058544128369056"
"04/05/2026 08:25:11.259","100","75.020189717183853872","0.15676245097422039643"
"04/05/2026 08:25:16.431","100","75.521875982061473564","0.16933131675459361931"
"04/05/2026 08:25:21.471","100","75.631284405391497216","0.18831929254189955225"
"04/05/2026 08:25:26.611","100","75.457823363937862382","0.17206456237947034826"
"04/05/2026 08:25:31.896","100","75.178224098677333131","0.27463115786636971283"
"04/05/2026 08:25:37.143","100","74.970995023607045482","0.18164105727986928907"
"04/05/2026 08:25:42.617","100","75.184764427874412718","0.23358533759206678848"
"04/05/2026 08:25:48.237","100","75.097678456245375855","0.2236216695194488957"
"04/05/2026 08:25:53.742","100","74.414426827434084544","0.26857809462746878859"
"04/05/2026 08:25:58.925","100","74.481749621797760597","0.20101928191424156545"
"04/05/2026 08:26:04.324","100","74.527603032655918014","0.21684996321639748995"
"04/05/2026 08:26:09.670","100","74.49724736495345212","0.48431332977881347279"
"04/05/2026 08:26:14.932","100","74.739381897901040475","0.18600070374294130904"
"04/05/2026 08:26:20.196","100","74.416133010391178004","0.24379470729659952211"
"04/05/2026 08:26:25.457","100","74.446417594898122161","0.26434254136550483505"
"04/05/2026 08:26:30.659","100","74.630400020310290188","0.27305023055828847589"
"04/05/2026 08:26:36.103","100","74.676608916995263598","0.20602208012393857794"
"04/05/2026 08:26:41.512","100","74.70888404052445253","0.20505618548984855254"
"04/05/2026 08:26:46.779","100","74.694168282368721634","0.22315001620068736221"
"04/05/2026 08:26:52.139","100","74.694310472042829474","0.2064710047486051081"
"04/05/2026 08:26:57.544","100","74.117054900647389104","0.224471790333366783"
"04/05/2026 08:27:02.929","100","74.029186944018405825","0.23454047054565788089"
"04/05/2026 08:27:08.406","100","73.896460811117776757","0.25027095031248475232"
"04/05/2026 08:27:13.741","100","74.211107747212778918","0.30016897596230995848"
"04/05/2026 08:27:19.157","100","74.639499623943009965","0.28383371939571239162"
"04/05/2026 08:27:24.399","100","74.874240736214972003","0.25952792278142139404"
"04/05/2026 08:27:29.807","100","75.124124152381938302","0.25941130118164623664"
"04/05/2026 08:27:35.139","100","74.971137213281153322","0.21836298907022760885"
"04/05/2026 08:27:40.776","100","75.199835625290830876","0.27552424800987840303"
"04/05/2026 08:27:46.104","100","75.255499564869211326","0.18259784443916071695"
"04/05/2026 08:27:51.597","100","75.330997764908474323","0.19929009329431215947"
"04/05/2026 08:27:56.941","100","75.436425110193994215","0.18387617398765396248"
"04/05/2026 08:28:02.416","100","74.61618191437241876","0.1803867462819527534"
"04/05/2026 08:28:07.759","100","74.361251079095808336","0.19229383853984877151"
"04/05/2026 08:28:13.043","100","74.435682914786895026","0.19981079789135325342"
"04/05/2026 08:28:18.411","100","74.368075764358067659","0.19084953923739875203"
"04/05/2026 08:28:23.624","100","74.365018860987618154","0.19814605572881555107"
"04/05/2026 08:28:28.880","100","74.403692147322857409","0.24165985926578367748"
"04/05/2026 08:28:34.107","100","74.476773262600588055","0.21679153886700441856"
"04/05/2026 08:28:39.407","100","74.798600346501586955","0.18473030095239534321"
"04/05/2026 08:28:44.667","100","74.807486677264677155","0.17184767645251505797"
"04/05/2026 08:28:50.092","100","74.782107345476305227","0.18068762107790944937"
"04/05/2026 08:28:55.347","100","74.544664792377659523","0.19782248643138530819"
"04/05/2026 08:29:00.605","100","74.571252654905265445","0.20843242316071536324"
"04/05/2026 08:29:06.012","100","74.600755254412248973","0.16894733048633592265"
"04/05/2026 08:29:11.372","100","73.932574823017361609","0.19639253163028763671"
"04/05/2026 08:29:16.660","100","74.146984045893645998","0.17319977993922713866"
"04/05/2026 08:29:21.981","100","72.036944346511020854","0.24280859287881115249"
"04/05/2026 08:29:27.179","100","72.095949522241937757","0.20580676393169830551"
"04/05/2026 08:29:32.422","100","72.662328223852043152","0.20372124242684994111"
"04/05/2026 08:29:37.784","100","72.69446118099020282","0.18113381100983991234"
"04/05/2026 08:29:42.872","100","72.689698117945738431","0.19526203741592812468"
"04/05/2026 08:29:48.308","100","72.686072479161907722","0.21416095160725395763"
"04/05/2026 08:29:53.522","100","71.157553785284406445","0.25687229086108537279"
"04/05/2026 08:29:58.565","100","70.275817245774859998","0.1862545768441541405"
"04/05/2026 08:30:03.631","95.678523730762165656","70.264513853533316023","0.27540692205870348497"
"04/05/2026 08:30:08.649","89.723687622983177903","69.674177623743688059","0.10989917445313028554"
"04/05/2026 08:30:13.658","72.094327424176938734","69.934084794934392448","0.29014152988867025762"
"04/05/2026 08:30:18.687","44.053721158574333572","69.652708263521248","0.21674680494531289865"
"04/05/2026 08:30:23.739","23.94952254545711412","69.54237566551714167","0.15468875851174254676"
"04/05/2026 08:30:28.779","25.25924584189831279","69.268819077235832538","0.16134592882137654968"
"04/05/2026 08:30:33.829","22.976436951592226876","69.25630715425505457","0.27268490307478560064"
"04/05/2026 08:30:38.847","19.791915046965470992","69.25630715425505457","0.089833174758678760452"
"04/05/2026 08:30:43.862","16.848078621819652767","69.247491906687500318","0.069802349415121714427"
"04/05/2026 08:30:48.890","22.159343682886124327","69.246709921687539691","0.062475675183327333828"
"04/05/2026 08:30:53.955","24.850366865016106033","69.232136353205916635","0.035587449181935473796"
"04/05/2026 08:30:58.995","20.009548255597998434","69.24955352890526683","0.044544080716492212568"
"04/05/2026 08:31:04.035","38.64327412777013393","69.284174654000480587","0.12565708715054804689"
"04/05/2026 08:31:09.099","33.348129061246609695","69.276710150129332533","0.03025825101777900733"
"04/05/2026 08:31:14.127","28.964840514558332529","68.931565356657742427","0.028457098976661959755"
"04/05/2026 08:31:19.154","11.720984438244762771","68.92715773287395109","0.0036114124644479267748"
"04/05/2026 08:31:24.160","9.4922310927547997039","68.914930142675274283","0.0052437679571158664696"
"04/05/2026 08:31:29.175","12.794864978943998324","68.900712036737417066","0.0013654231221056863967"
"04/05/2026 08:31:34.209","7.4700287846954154247","68.90028549099812949","0.011525543150682630508"
"04/05/2026 08:31:39.214","7.4319007495542095398","68.892394441387708071","0.00091159190925665305009"
"04/05/2026 08:31:44.222","8.0001741247958673142","68.885498649646876856","0.0014161511366503015761"
"04/05/2026 08:31:49.261","9.8791108154994251578","68.896730958692899094","0.0055950026183143016303"
"04/05/2026 08:31:54.270","6.8836701940459210647","68.895238048605449421","0.00070379349726113090129"
"04/05/2026 08:31:59.281","10.371626980366176696","68.891754622778805128","0.0015253545729611741981"
"04/05/2026 08:32:04.297","8.8739534804429869297","68.885854088907564119","0.0021284751517558660183"
"04/05/2026 08:32:09.313","16.203222931953852992","68.89211006203947818","0.0016992715419695528147"
"04/05/2026 08:32:14.324","9.5828617674256317827","68.893389699257298275","0.0006679644032740252339"
"04/05/2026 08:32:19.332","5.9226839553951364792","68.885214293581725542","0.0023088489227065813435"
"04/05/2026 08:32:24.364","48.460739114828619734","69.2553118731024","0.059462824887604175117"
"04/05/2026 08:32:29.378","14.293752596743470207","69.115263426004730718","0.0026056893290523509138"
"04/05/2026 08:32:34.398","10.35537996011650641","69.063509481275346502","0.0044172884550319480024"
"04/05/2026 08:32:39.414","7.6482595467616487639","69.050997535011489958","0.0071514596351741326757"
"04/05/2026 08:32:44.422","20.283049376001550002","69.061874381513760568","0.071362449460638924248"
"04/05/2026 08:32:49.438","7.0138879197427339562","69.055049696251529667","0.0016491256751072097021"
"04/05/2026 08:32:55.003","24.759419253758263579","69.027679825440898753","0.014916052085132556343"
"04/05/2026 08:33:00.311","78.812948049649946825","69.355833965669347663","0.035016189167642278179"
